incident_id,industry,breach_type,records_exposed,loss_amount_cr,ransomware_flag
1255,Retail,Insider Threat,0,14.75,0
1256,Government,Ransomware,10000,1.6,1
1257,Manufacturing,Ransomware,10000,16.9,1
1258,BFSI,Data Breach,1000,5.95,0
1259,Healthcare,Data Breach,1000,8.4,0
1260,Healthcare,Ransomware,10000,0.66,1
1261,Retail,BEC,1000000,0.83,0
1262,Government,Ransomware,1000,0.12,1
1263,Manufacturing,BEC,10000,4.97,0
1264,Healthcare,DDoS,10000,1.64,0
1265,BFSI,Data Breach,100000,9.7,0
1266,Retail,Ransomware,1000,1.37,1
1267,BFSI,Data Breach,0,0.77,0
1268,Healthcare,Data Breach,1000,3.64,0
1269,IT/ITeS,BEC,1000,0.53,0
1270,Retail,Insider Threat,100000,1.63,0
1271,Manufacturing,DDoS,1000,2.98,0
1272,Manufacturing,Ransomware,100000,2.5,1
1273,Retail,BEC,1000,2.29,0
1274,Retail,BEC,1000,0.99,0
1275,IT/ITeS,Ransomware,1000,0.93,1
1276,Healthcare,Ransomware,100000,1.89,1
1277,IT/ITeS,Ransomware,1000,13.22,1
1278,IT/ITeS,DDoS,1000,0.93,0
1279,Healthcare,Data Breach,100000,1.28,0
1280,Retail,Ransomware,10000,0.33,1
1281,Government,Data Breach,100000,10.48,0
1282,Retail,Ransomware,100000,1.17,1
1283,BFSI,DDoS,1000,1.41,0
1284,Manufacturing,Data Breach,0,1.65,0
1285,Government,Ransomware,10000,2.07,1
1286,IT/ITeS,BEC,1000000,14.99,0
1287,BFSI,Data Breach,1000000,17.45,0
1288,IT/ITeS,Data Breach,10000,0.6,0
1289,IT/ITeS,Data Breach,10000,75.38,0
1290,IT/ITeS,BEC,100000,1.07,0
1291,BFSI,Data Breach,0,10.22,0
1292,Retail,DDoS,1000000,5.94,0
1293,BFSI,Ransomware,1000,3.27,1
1294,IT/ITeS,Data Breach,10000,1.52,0
1295,Manufacturing,Ransomware,10000,0.58,1
1296,IT/ITeS,Insider Threat,1000,1.18,0
1297,Healthcare,Ransomware,0,6.05,1
1298,Healthcare,DDoS,0,16.01,0
1299,Retail,DDoS,100000,0.89,0
1300,Healthcare,DDoS,100000,3.12,0
1301,Manufacturing,Insider Threat,10000,0.64,0
1302,Government,BEC,100000,1.4,0
1303,Government,Ransomware,1000,7.45,1
1304,Government,Data Breach,0,6.66,0
1305,Retail,BEC,10000,0.32,0
1306,Retail,BEC,10000,2.03,0
1307,IT/ITeS,Insider Threat,1000000,0.23,0
1308,Manufacturing,Ransomware,0,1.25,1
1309,Retail,Ransomware,0,3.9,1
1310,Manufacturing,Data Breach,1000000,4.36,0
1311,BFSI,Insider Threat,1000,7.65,0
1312,BFSI,Ransomware,10000,2.19,1
1313,Retail,Data Breach,1000000,3.45,0
1314,Retail,BEC,1000000,7.05,0
1315,Government,DDoS,100000,0.93,0
1316,Healthcare,Ransomware,1000000,1.88,1
1317,Manufacturing,Ransomware,100000,7.31,1
1318,Manufacturing,Insider Threat,1000000,1.2,0
1319,Manufacturing,Data Breach,0,21.44,0
1320,Retail,Data Breach,10000,0.99,0
1321,Healthcare,Data Breach,1000,0.37,0
1322,Manufacturing,DDoS,10000,1.44,0
1323,BFSI,Ransomware,1000,3.73,1
1324,Retail,Ransomware,10000,3.86,1
1325,IT/ITeS,Data Breach,1000,8.8,0
1326,IT/ITeS,BEC,10000,4.87,0
1327,BFSI,BEC,1000,0.36,0
1328,BFSI,Insider Threat,0,36.14,0
1329,IT/ITeS,Ransomware,10000,0.66,1
1330,Manufacturing,Data Breach,1000,7.83,0
1331,IT/ITeS,Ransomware,10000,17.59,1
1332,Healthcare,Insider Threat,10000,0.39,0
1333,Manufacturing,Data Breach,0,6.01,0
1334,Retail,Ransomware,10000,0.98,1
1335,Government,BEC,10000,3.77,0
1336,IT/ITeS,BEC,100000,5.0,0
1337,Healthcare,BEC,10000,2.99,0
1338,Healthcare,Ransomware,100000,31.07,1
1339,Government,BEC,10000,2.23,0
1340,Retail,Ransomware,1000,5.98,1
1341,IT/ITeS,BEC,1000000,3.05,0
1342,BFSI,Data Breach,0,0.18,0
1343,Healthcare,Data Breach,10000,3.05,0
1344,Retail,DDoS,0,2.39,0
1345,Manufacturing,DDoS,0,1.37,0
1346,BFSI,Ransomware,0,1.67,1
1347,BFSI,BEC,1000,5.5,0
1348,IT/ITeS,DDoS,0,18.54,0
1349,BFSI,Ransomware,10000,5.45,1
1350,Government,Data Breach,10000,5.46,0
1351,Manufacturing,DDoS,0,16.95,0
1352,Government,Data Breach,1000,26.38,0
1353,BFSI,BEC,10000,2.17,0
1354,IT/ITeS,Data Breach,100000,1.72,0
1355,BFSI,Ransomware,100000,3.1,1
1356,Government,Data Breach,10000,5.91,0
1357,BFSI,BEC,1000,0.28,0
1358,Government,Data Breach,1000,0.99,0
1359,Retail,BEC,10000,5.59,0
1360,Government,Ransomware,10000,1.44,1
1361,Government,Ransomware,100000,9.35,1
1362,Government,Data Breach,10000,6.15,0
1363,BFSI,Ransomware,1000000,5.74,1
1364,Retail,BEC,0,6.85,0
1365,Retail,BEC,1000,0.7,0
1366,Government,Ransomware,10000,1.84,1
1367,Retail,Data Breach,100000,17.48,0
1368,Manufacturing,Ransomware,1000,3.18,1
1369,Retail,Ransomware,0,15.58,1
1370,Manufacturing,Ransomware,10000,23.79,1
1371,Manufacturing,BEC,1000,24.12,0
1372,IT/ITeS,BEC,10000,7.2,0
1373,Government,Insider Threat,0,0.92,0
1374,Government,Ransomware,1000,0.92,1
1375,Manufacturing,Ransomware,100000,0.45,1
1376,Healthcare,Ransomware,10000,1.8,1
1377,Retail,Data Breach,0,3.4,0
1378,BFSI,Ransomware,1000,6.36,1
1379,Manufacturing,Data Breach,100000,0.47,0
1380,IT/ITeS,Ransomware,1000,0.73,1
1381,Healthcare,Data Breach,10000,3.86,0
1382,IT/ITeS,Ransomware,10000,3.72,1
1383,Retail,Ransomware,10000,2.15,1
1384,IT/ITeS,BEC,1000,5.12,0
1385,Government,Ransomware,1000,0.58,1
1386,Manufacturing,Ransomware,10000,28.93,1
1387,IT/ITeS,Ransomware,0,5.04,1
1388,BFSI,Ransomware,1000,8.44,1
1389,Manufacturing,Data Breach,0,5.88,0
1390,Healthcare,Data Breach,10000,0.7,0
1391,Healthcare,DDoS,1000,12.9,0
1392,Manufacturing,Ransomware,100000,2.44,1
1393,Government,BEC,10000,2.5,0
1394,IT/ITeS,BEC,100000,0.48,0
1395,Government,Ransomware,100000,3.33,1
1396,Government,Ransomware,10000,1.03,1
1397,Government,Data Breach,10000,4.09,0
1398,Government,Data Breach,1000,3.37,0
1399,Government,Data Breach,100000,17.35,0
1400,IT/ITeS,Insider Threat,100000,6.31,0
1401,Manufacturing,Data Breach,10000,1.08,0
1402,BFSI,Ransomware,1000000,0.47,1
1403,Government,BEC,1000,2.4,0
1404,Government,Data Breach,1000,2.25,0
1405,Manufacturing,BEC,10000,10.26,0
1406,Healthcare,Ransomware,100000,7.08,1
1407,Retail,Ransomware,1000,6.1,1
1408,Manufacturing,Insider Threat,1000000,1.15,0
1409,IT/ITeS,BEC,0,6.27,0
1410,Retail,Data Breach,1000,1.81,0
1411,Healthcare,Data Breach,1000,5.94,0
1412,Manufacturing,DDoS,1000,4.67,0
1413,Healthcare,Data Breach,10000,1.47,0
1414,Government,Ransomware,10000,2.65,1
1415,Government,Data Breach,0,0.44,0
1416,Healthcare,Data Breach,10000,4.87,0
1417,Manufacturing,Data Breach,10000,22.6,0
1418,BFSI,Insider Threat,0,6.31,0
1419,Government,BEC,1000,4.73,0
1420,Healthcare,DDoS,10000,11.76,0
1421,BFSI,BEC,1000,9.1,0
1422,IT/ITeS,BEC,1000,2.61,0
1423,Retail,DDoS,10000,22.82,0
1424,Manufacturing,Ransomware,10000,27.02,1
1425,Government,Data Breach,10000,0.5,0
1426,Government,Ransomware,1000000,3.19,1
1427,Retail,Ransomware,10000,0.79,1
1428,BFSI,Ransomware,100000,0.53,1
1429,Retail,BEC,0,0.87,0
1430,Manufacturing,Data Breach,10000,18.64,0
1431,BFSI,Insider Threat,0,0.47,0
1432,Manufacturing,BEC,1000,4.03,0
1433,BFSI,Data Breach,1000,0.6,0
1434,Government,DDoS,1000,4.99,0
1435,Healthcare,Ransomware,100000,1.38,1
1436,Government,Data Breach,0,0.95,0
1437,BFSI,Data Breach,1000,0.18,0
1438,BFSI,Ransomware,1000,0.96,1
1439,Government,Data Breach,100000,4.18,0
1440,Government,DDoS,0,2.62,0
1441,BFSI,DDoS,10000,26.48,0
1442,Healthcare,DDoS,100000,4.74,0
1443,Healthcare,Ransomware,0,3.32,1
1444,BFSI,Ransomware,100000,19.32,1
1445,Manufacturing,Ransomware,1000,7.76,1
1446,Government,Data Breach,1000,37.25,0
1447,Government,Data Breach,1000,3.76,0
1448,Manufacturing,Data Breach,0,8.99,0
1449,IT/ITeS,Ransomware,0,1.89,1
1450,IT/ITeS,DDoS,1000,2.03,0
1451,IT/ITeS,DDoS,1000000,21.77,0
1452,BFSI,Ransomware,1000,63.89,1
1453,Manufacturing,DDoS,1000,5.99,0
1454,Retail,Data Breach,10000,8.32,0
1455,Manufacturing,BEC,0,2.21,0
1456,Retail,Data Breach,1000,2.8,0
1457,IT/ITeS,Ransomware,0,0.46,1
1458,Government,Ransomware,0,7.24,1
1459,IT/ITeS,Ransomware,1000,16.19,1
1460,Retail,Ransomware,1000,11.84,1
1461,IT/ITeS,Ransomware,0,1.59,1
1462,Manufacturing,DDoS,10000,4.01,0
1463,Manufacturing,Data Breach,1000,0.77,0
1464,Retail,DDoS,10000,3.93,0
1465,BFSI,Data Breach,0,12.32,0
1466,Healthcare,Ransomware,100000,0.87,1
1467,Retail,Data Breach,1000,1.21,0
1468,IT/ITeS,Insider Threat,10000,5.49,0
1469,IT/ITeS,Data Breach,10000,1.9,0
1470,Manufacturing,Data Breach,1000,2.15,0
1471,IT/ITeS,Insider Threat,100000,61.43,0
1472,BFSI,Ransomware,10000,36.59,1
1473,Retail,DDoS,1000,1.5,0
1474,BFSI,Data Breach,10000,31.3,0
1475,Manufacturing,Ransomware,1000,12.02,1
1476,Retail,Ransomware,1000,0.08,1
1477,Healthcare,Data Breach,0,1.2,0
1478,IT/ITeS,Ransomware,100000,2.97,1
1479,Government,DDoS,1000,1.41,0
1480,Government,Data Breach,100000,14.25,0
1481,BFSI,Ransomware,0,26.09,1
1482,IT/ITeS,Data Breach,1000,2.0,0
1483,IT/ITeS,Data Breach,10000,4.54,0
1484,Government,Ransomware,0,0.48,1
1485,Retail,Ransomware,10000,4.7,1
1486,IT/ITeS,Ransomware,1000000,15.31,1
1487,Government,BEC,0,14.06,0
1488,Manufacturing,Insider Threat,0,0.38,0
1489,Retail,Ransomware,1000,86.62,1
1490,Manufacturing,Data Breach,1000,0.7,0
1491,Government,Insider Threat,0,5.09,0
1492,IT/ITeS,Ransomware,100000,1.95,1
1493,BFSI,Ransomware,100000,0.87,1
1494,IT/ITeS,Ransomware,1000000,0.77,1
1495,BFSI,Ransomware,10000,2.75,1
1496,Government,Ransomware,10000,1.74,1
1497,IT/ITeS,Ransomware,10000,27.53,1
1498,BFSI,DDoS,10000,3.85,0
1499,IT/ITeS,DDoS,1000,7.64,0
1500,Government,Data Breach,10000,5.93,0
1501,Healthcare,Data Breach,1000,4.03,0
1502,Government,Ransomware,0,3.1,1
1503,Government,Insider Threat,0,0.27,0
1504,Manufacturing,Data Breach,0,1.0,0
1505,Government,Data Breach,0,3.41,0
1506,Healthcare,BEC,1000,2.62,0
1507,BFSI,Insider Threat,0,13.66,0
1508,Retail,Ransomware,1000,2.03,1
1509,Manufacturing,DDoS,1000,3.18,0
1510,Healthcare,Ransomware,100000,2.15,1
1511,Retail,BEC,0,1.85,0
1512,Government,Data Breach,100000,2.53,0
1513,Retail,DDoS,1000,0.2,0
1514,BFSI,Insider Threat,0,2.34,0
1515,Retail,Data Breach,0,12.74,0
1516,Government,Ransomware,1000,2.78,1
1517,BFSI,Data Breach,10000,3.76,0
1518,Manufacturing,Ransomware,1000,0.24,1
1519,Retail,Data Breach,10000,6.19,0
1520,BFSI,BEC,0,1.57,0
1521,Government,Ransomware,1000,6.08,1
1522,Retail,Data Breach,1000,0.1,0
1523,Healthcare,Ransomware,1000,0.13,1
1524,BFSI,DDoS,100000,1.42,0
1525,IT/ITeS,Ransomware,10000,1.28,1
1526,Retail,Ransomware,1000,2.19,1
1527,Government,Data Breach,100000,1.52,0
1528,Retail,Ransomware,100000,2.59,1
1529,Healthcare,Ransomware,100000,5.33,1
1530,Government,Data Breach,0,1.0,0
1531,Healthcare,DDoS,10000,1.41,0
1532,Manufacturing,Insider Threat,10000,6.95,0
1533,Government,Insider Threat,10000,21.99,0
1534,Healthcare,Ransomware,1000,0.96,1
1535,Retail,Insider Threat,100000,2.45,0
1536,Healthcare,Data Breach,10000,1.3,0
1537,Healthcare,Ransomware,100000,0.46,1
1538,Manufacturing,Ransomware,1000,5.4,1
1539,Manufacturing,Insider Threat,1000,17.25,0
1540,Manufacturing,Ransomware,1000000,4.29,1
1541,Manufacturing,Ransomware,0,1.9,1
1542,Retail,Ransomware,10000,45.56,1
1543,Government,Ransomware,10000,3.28,1
1544,BFSI,DDoS,1000,2.74,0
1545,Healthcare,BEC,10000,2.29,0
1546,Retail,Data Breach,100000,6.03,0
1547,IT/ITeS,Ransomware,1000,6.15,1
1548,IT/ITeS,Data Breach,1000,1.14,0
1549,Government,Data Breach,100000,12.03,0
1550,Manufacturing,Ransomware,10000,4.36,1
1551,Manufacturing,Data Breach,1000,38.79,0
1552,Government,Ransomware,1000,32.03,1
1553,Healthcare,Data Breach,1000,16.6,0
1554,Retail,Data Breach,10000,3.61,0
1555,BFSI,DDoS,100000,13.82,0
1556,IT/ITeS,Ransomware,1000,0.4,1
1557,IT/ITeS,Data Breach,1000,3.49,0
1558,Manufacturing,Insider Threat,10000,0.59,0
1559,Government,DDoS,1000,1.89,0
1560,Manufacturing,Ransomware,1000,8.28,1
1561,BFSI,BEC,1000,13.14,0
1562,IT/ITeS,BEC,10000,1.75,0
1563,BFSI,Data Breach,10000,1.18,0
1564,Manufacturing,BEC,10000,0.15,0
1565,Government,BEC,0,1.16,0
1566,Healthcare,Ransomware,10000,1.32,1
1567,Healthcare,Data Breach,10000,58.47,0
1568,Healthcare,Data Breach,1000,4.5,0
1569,Retail,Ransomware,0,6.43,1
1570,Healthcare,Data Breach,0,9.47,0
1571,Healthcare,Ransomware,0,18.56,1
1572,IT/ITeS,Ransomware,10000,7.25,1
1573,BFSI,Ransomware,10000,18.07,1
1574,Healthcare,Ransomware,10000,33.76,1
1575,Retail,Data Breach,10000,2.14,0
1576,Government,BEC,1000,1.3,0
1577,Manufacturing,DDoS,10000,109.65,0
1578,Retail,Ransomware,1000,7.77,1
1579,Retail,DDoS,1000,7.9,0
1580,IT/ITeS,Ransomware,100000,6.4,1
1581,Government,Data Breach,10000,10.12,0
1582,IT/ITeS,Data Breach,0,1.3,0
1583,Retail,BEC,0,8.19,0
1584,Government,Data Breach,10000,0.19,0
1585,Manufacturing,Ransomware,10000,6.09,1
1586,BFSI,Ransomware,1000,4.0,1
1587,Government,Data Breach,1000,3.88,0
1588,Manufacturing,DDoS,1000,14.99,0
1589,BFSI,Ransomware,10000,2.21,1
1590,Government,Data Breach,10000,3.38,0
1591,Retail,BEC,0,3.41,0
1592,Government,Insider Threat,0,1.71,0
1593,Healthcare,Data Breach,1000,3.28,0
1594,Retail,Ransomware,10000,0.51,1
1595,BFSI,Data Breach,10000,0.84,0
1596,BFSI,Insider Threat,10000,5.01,0
1597,Government,Data Breach,0,6.39,0
1598,Government,Ransomware,100000,0.34,1
1599,Healthcare,BEC,1000,4.02,0
1600,Government,Data Breach,100000,11.96,0
1601,Retail,Data Breach,10000,0.61,0
1602,BFSI,Ransomware,0,7.49,1
1603,Healthcare,Insider Threat,1000000,1.23,0
1604,Government,Data Breach,10000,2.55,0
1605,BFSI,Data Breach,1000,7.32,0
1606,IT/ITeS,BEC,10000,0.97,0
1607,Retail,Ransomware,10000,2.0,1
1608,Retail,Insider Threat,10000,4.05,0
1609,Healthcare,Ransomware,100000,33.74,1
1610,Retail,BEC,1000,8.16,0
1611,Retail,Data Breach,1000,3.46,0
1612,BFSI,DDoS,0,14.69,0
1613,IT/ITeS,Ransomware,100000,2.68,1
1614,Government,Data Breach,1000,14.59,0
1615,BFSI,DDoS,1000,2.28,0
1616,BFSI,DDoS,1000,7.04,0
1617,IT/ITeS,Ransomware,1000000,0.31,1
1618,IT/ITeS,Ransomware,10000,1.59,1
1619,Healthcare,Ransomware,100000,5.02,1
1620,Manufacturing,Data Breach,10000,1.76,0
1621,Government,Data Breach,1000,0.3,0
1622,Retail,Ransomware,0,1.32,1
1623,Manufacturing,Ransomware,10000,0.76,1
1624,Retail,Insider Threat,1000,2.72,0
1625,IT/ITeS,Insider Threat,0,1.74,0
1626,BFSI,BEC,1000,3.64,0
1627,Healthcare,Ransomware,1000,5.61,1
1628,BFSI,Data Breach,10000,3.33,0
1629,Healthcare,Ransomware,100000,1.67,1
1630,IT/ITeS,Data Breach,10000,0.37,0
1631,Manufacturing,Insider Threat,1000,27.45,0
1632,BFSI,DDoS,100000,2.73,0
1633,Government,Data Breach,10000,0.43,0
1634,IT/ITeS,Ransomware,10000,1.23,1
1635,Government,Ransomware,100000,4.05,1
1636,BFSI,Ransomware,0,1.57,1
1637,BFSI,BEC,1000000,12.78,0
1638,Manufacturing,Ransomware,1000,5.38,1
1639,IT/ITeS,DDoS,10000,2.88,0
1640,Healthcare,Ransomware,100000,9.79,1
1641,Manufacturing,BEC,10000,9.41,0
1642,IT/ITeS,Insider Threat,1000,12.96,0
1643,Healthcare,BEC,1000000,11.32,0
1644,Retail,Ransomware,10000,1.76,1
1645,Healthcare,Data Breach,10000,9.35,0
1646,BFSI,Ransomware,0,12.1,1
1647,Manufacturing,Ransomware,1000,1.19,1
1648,Healthcare,Ransomware,1000,7.17,1
1649,IT/ITeS,Ransomware,1000,1.06,1
1650,Retail,DDoS,1000,16.27,0
1651,Retail,DDoS,1000,10.11,0
1652,Healthcare,DDoS,10000,24.49,0
1653,Retail,Ransomware,1000,4.54,1
1654,BFSI,BEC,100000,2.12,0
1655,Government,BEC,10000,1.38,0
1656,IT/ITeS,BEC,0,6.81,0
1657,IT/ITeS,Ransomware,0,3.31,1
1658,Healthcare,Ransomware,1000,2.37,1
1659,Healthcare,Data Breach,1000,8.31,0
1660,Manufacturing,Data Breach,10000,7.5,0
1661,Healthcare,BEC,10000,2.48,0
1662,Retail,Data Breach,1000,57.79,0
1663,Retail,Ransomware,1000,1.25,1
1664,Retail,Ransomware,1000,0.27,1
1665,Healthcare,Ransomware,100000,4.92,1
1666,IT/ITeS,Ransomware,1000,16.53,1
1667,BFSI,BEC,1000,21.36,0
1668,Retail,Ransomware,1000,11.68,1
1669,BFSI,Ransomware,1000,3.83,1
1670,BFSI,Ransomware,1000,45.89,1
1671,Manufacturing,BEC,100000,13.93,0
1672,BFSI,Ransomware,1000,28.09,1
1673,Manufacturing,Data Breach,100000,2.84,0
1674,BFSI,BEC,1000,6.94,0
1675,IT/ITeS,Data Breach,0,2.16,0
1676,Manufacturing,Insider Threat,0,0.86,0
1677,Manufacturing,Ransomware,1000,10.09,1
1678,Government,DDoS,10000,5.24,0
1679,BFSI,Data Breach,1000,3.23,0
1680,IT/ITeS,Ransomware,10000,5.46,1
1681,Manufacturing,Data Breach,1000,1.83,0
1682,Manufacturing,DDoS,1000,16.17,0
1683,Government,BEC,0,0.26,0
1684,BFSI,Data Breach,10000,2.67,0
1685,BFSI,Ransomware,1000000,0.7,1
1686,Government,Insider Threat,10000,10.75,0
1687,IT/ITeS,BEC,10000,17.63,0
1688,Retail,Insider Threat,10000,1.44,0
1689,IT/ITeS,Data Breach,100000,3.04,0
1690,Retail,Ransomware,10000,10.97,1
1691,Government,Data Breach,1000,4.85,0
1692,Healthcare,Ransomware,10000,9.4,1
1693,Manufacturing,Ransomware,100000,5.02,1
1694,Retail,Ransomware,0,6.13,1
1695,Government,Ransomware,0,0.18,1
1696,BFSI,Ransomware,10000,3.59,1
1697,Retail,Ransomware,1000,18.68,1
1698,BFSI,Data Breach,1000,6.47,0
1699,Government,Ransomware,1000,4.03,1
1700,Manufacturing,Data Breach,0,36.5,0
1701,Government,Insider Threat,10000,1.82,0
1702,Healthcare,Data Breach,0,18.06,0
1703,Government,BEC,100000,5.04,0
1704,Manufacturing,Data Breach,1000,12.19,0
1705,BFSI,Ransomware,1000,1.2,1
1706,Government,Data Breach,10000,4.44,0
1707,Government,Ransomware,10000,72.34,1
1708,BFSI,Data Breach,10000,19.89,0
1709,Manufacturing,Data Breach,10000,2.57,0
1710,Manufacturing,Data Breach,10000,2.17,0
1711,Healthcare,BEC,10000,9.63,0
1712,Healthcare,Ransomware,1000,0.54,1
1713,Retail,Insider Threat,100000,1.95,0
1714,Retail,Data Breach,1000,3.15,0
1715,Manufacturing,Data Breach,10000,1.32,0
1716,IT/ITeS,DDoS,0,8.55,0
1717,Retail,BEC,1000,5.19,0
1718,BFSI,Ransomware,10000,64.14,1
1719,BFSI,Ransomware,10000,1.04,1
1720,Healthcare,Data Breach,10000,37.54,0
1721,Manufacturing,Insider Threat,0,1.1,0
1722,Retail,BEC,10000,6.67,0
1723,Retail,Ransomware,1000,4.26,1
1724,Healthcare,DDoS,1000,2.0,0
1725,Government,Data Breach,10000,14.8,0
1726,Manufacturing,Ransomware,1000,5.0,1
1727,Government,BEC,1000000,5.66,0
1728,IT/ITeS,Ransomware,0,7.29,1
1729,Government,Data Breach,0,0.98,0
1730,Manufacturing,Ransomware,1000000,0.51,1
1731,Manufacturing,BEC,100000,3.68,0
1732,Healthcare,Ransomware,10000,0.95,1
1733,Government,DDoS,1000,5.87,0
1734,Healthcare,Data Breach,10000,32.7,0
1735,Retail,BEC,100000,21.19,0
1736,BFSI,Insider Threat,10000,8.26,0
1737,Manufacturing,Data Breach,1000,1.39,0
1738,Government,Ransomware,1000,0.97,1
1739,Manufacturing,Insider Threat,100000,7.65,0
1740,IT/ITeS,Data Breach,0,5.43,0
1741,Healthcare,Ransomware,1000,6.36,1
1742,Government,Data Breach,100000,12.6,0
1743,IT/ITeS,Ransomware,100000,1.11,1
1744,IT/ITeS,Data Breach,0,0.28,0
1745,Government,Ransomware,1000,4.26,1
1746,Manufacturing,Data Breach,1000,1.55,0
1747,Government,Ransomware,1000,0.41,1
1748,Healthcare,Data Breach,1000,5.89,0
1749,IT/ITeS,Data Breach,100000,3.54,0
1750,Government,BEC,10000,0.37,0
1751,IT/ITeS,Insider Threat,1000000,1.13,0
1752,BFSI,Ransomware,100000,52.48,1
1753,IT/ITeS,Data Breach,0,4.12,0
1754,Government,BEC,0,37.36,0
1755,IT/ITeS,DDoS,0,4.36,0
1756,Government,BEC,1000,1.1,0
1757,Retail,BEC,0,4.87,0
1758,IT/ITeS,Ransomware,10000,3.17,1
1759,Healthcare,Data Breach,10000,3.82,0
1760,Retail,DDoS,1000,5.79,0
1761,Healthcare,Ransomware,10000,21.93,1
1762,Healthcare,Data Breach,1000000,3.18,0
1763,Healthcare,Insider Threat,100000,1.3,0
1764,Manufacturing,BEC,10000,1.09,0
1765,Healthcare,Ransomware,100000,2.45,1
1766,Retail,Data Breach,10000,8.63,0
1767,Retail,Ransomware,1000000,2.43,1
1768,Manufacturing,Data Breach,0,1.61,0
1769,Government,Ransomware,0,0.18,1
1770,BFSI,Ransomware,100000,3.81,1
1771,BFSI,DDoS,10000,5.84,0
1772,Retail,DDoS,10000,15.05,0
1773,Manufacturing,DDoS,1000,8.41,0
1774,Manufacturing,Data Breach,10000,0.57,0
1775,BFSI,Data Breach,1000000,22.97,0
1776,BFSI,Ransomware,0,6.31,1
1777,Manufacturing,Data Breach,10000,0.11,0
1778,Retail,Ransomware,1000000,4.42,1
1779,BFSI,DDoS,1000,3.8,0
1780,Manufacturing,Ransomware,10000,15.19,1
1781,Healthcare,Ransomware,0,14.16,1
1782,Retail,Ransomware,1000,2.44,1
1783,Government,Ransomware,10000,5.16,1
1784,IT/ITeS,Data Breach,100000,2.4,0
1785,Retail,Data Breach,10000,2.14,0
1786,IT/ITeS,Data Breach,1000,5.41,0
1787,Retail,BEC,1000,1.92,0
1788,BFSI,Data Breach,100000,0.42,0
1789,IT/ITeS,Ransomware,0,8.94,1
1790,Government,Data Breach,10000,3.63,0
1791,Manufacturing,Ransomware,10000,2.43,1
1792,Healthcare,DDoS,10000,1.04,0
1793,BFSI,Data Breach,100000,0.86,0
1794,Government,BEC,1000,2.77,0
1795,Government,Data Breach,0,0.19,0
1796,Manufacturing,BEC,100000,5.81,0
1797,Retail,BEC,1000000,20.52,0
1798,Healthcare,BEC,100000,10.18,0
1799,Healthcare,Data Breach,1000,1.25,0
1800,BFSI,Data Breach,10000,4.31,0
1801,Retail,Data Breach,100000,5.88,0
1802,Retail,Ransomware,1000,8.15,1
1803,Government,BEC,100000,11.62,0
1804,Retail,Data Breach,10000,0.82,0
1805,BFSI,BEC,1000,4.32,0
1806,Manufacturing,DDoS,100000,72.77,0
1807,IT/ITeS,Ransomware,1000,2.26,1
1808,BFSI,Data Breach,10000,8.08,0
1809,BFSI,Data Breach,0,38.42,0
1810,Healthcare,Ransomware,10000,9.21,1
1811,Healthcare,Ransomware,10000,28.92,1
1812,Government,Ransomware,1000000,3.13,1
1813,Manufacturing,Ransomware,1000000,15.44,1
1814,Healthcare,Ransomware,100000,0.99,1
1815,IT/ITeS,BEC,100000,1.94,0
1816,Manufacturing,BEC,1000,24.06,0
1817,Manufacturing,Ransomware,100000,0.49,1
1818,Retail,Ransomware,0,3.69,1
1819,Government,BEC,0,0.54,0
1820,BFSI,BEC,10000,4.43,0
1821,Government,BEC,1000,12.74,0
1822,Healthcare,Data Breach,0,0.8,0
1823,Manufacturing,Ransomware,1000,3.7,1
1824,Government,Data Breach,0,1.43,0
1825,Healthcare,Ransomware,1000,1.35,1
1826,Manufacturing,Data Breach,100000,5.12,0
1827,Healthcare,Insider Threat,100000,3.59,0
1828,Retail,BEC,1000,2.05,0
1829,Manufacturing,Data Breach,1000,2.78,0
1830,Manufacturing,Ransomware,0,26.85,1
1831,Healthcare,Data Breach,1000,0.35,0
1832,Retail,Ransomware,100000,10.24,1
1833,IT/ITeS,Data Breach,1000,1.3,0
1834,Manufacturing,DDoS,10000,2.48,0
1835,IT/ITeS,Insider Threat,10000,14.04,0
1836,IT/ITeS,Data Breach,1000,6.72,0
1837,Retail,Data Breach,100000,4.69,0
1838,Retail,BEC,1000,59.03,0
1839,IT/ITeS,DDoS,100000,5.04,0
1840,BFSI,Ransomware,1000,3.95,1
1841,BFSI,Ransomware,1000,6.23,1
1842,IT/ITeS,Data Breach,1000,12.33,0
1843,Government,Insider Threat,100000,1.66,0
1844,Healthcare,BEC,10000,2.28,0
1845,IT/ITeS,Ransomware,0,0.47,1
1846,Manufacturing,Ransomware,100000,1.11,1
1847,Retail,Data Breach,0,14.25,0
1848,IT/ITeS,Data Breach,1000,51.74,0
1849,Manufacturing,Data Breach,1000,1.06,0
1850,Government,Data Breach,1000,2.16,0
1851,Government,Ransomware,100000,1.89,1
1852,Healthcare,Data Breach,1000,0.87,0
1853,Healthcare,Insider Threat,0,56.51,0
1854,Manufacturing,Ransomware,10000,0.33,1
1855,Healthcare,Data Breach,0,10.23,0
1856,Government,Insider Threat,10000,2.11,0
1857,Retail,Ransomware,10000,0.81,1
1858,IT/ITeS,Ransomware,1000,2.44,1
1859,BFSI,Ransomware,1000,8.6,1
1860,Government,Data Breach,1000,2.84,0
1861,IT/ITeS,DDoS,100000,9.29,0
1862,Government,Ransomware,1000,0.83,1
