indicator_id,claim_id,indicator_type,indicator_value,score,review_status
2630,11342,Rapid Settlement,0,69.3,Under Review
2631,11308,Rapid Settlement,0,4.4,Under Review
2632,3232,Policy-Claim Gap,1,89.3,Flagged
2633,15243,High Claim Ratio,1,20.9,Confirmed
2634,2403,Amount Rounding,0,28.5,Confirmed
2635,11825,Amount Rounding,1,55.3,Under Review
2636,15492,Repeat Claimant,0,81.9,Cleared
2637,9766,High Claim Ratio,0,52.3,Flagged
2638,15169,Policy-Claim Gap,0,50.4,Flagged
2639,17886,Policy-Claim Gap,1,62.9,Flagged
2640,10925,Rapid Settlement,0,22.8,Flagged
2641,9624,High Claim Ratio,1,41.4,Cleared
2642,17732,Policy-Claim Gap,1,32.2,Under Review
2643,5370,Repeat Claimant,1,22.0,Under Review
2644,3391,Policy-Claim Gap,1,76.6,Flagged
2645,6166,Amount Rounding,1,95.6,Under Review
2646,19346,Amount Rounding,0,94.0,Confirmed
2647,13566,High Claim Ratio,0,13.6,Flagged
2648,3243,Policy-Claim Gap,1,2.6,Flagged
2649,8660,Rapid Settlement,0,31.6,Confirmed
2650,9091,High Claim Ratio,1,73.8,Cleared
2651,4067,High Claim Ratio,1,19.3,Flagged
2652,5942,High Claim Ratio,1,6.8,Cleared
2653,9490,Amount Rounding,0,68.6,Cleared
2654,19773,Policy-Claim Gap,1,61.0,Under Review
2655,5058,Policy-Claim Gap,1,95.8,Under Review
2656,8899,Amount Rounding,0,49.5,Flagged
2657,8836,Rapid Settlement,1,67.8,Flagged
2658,18792,Rapid Settlement,0,59.8,Flagged
2659,14076,Policy-Claim Gap,1,3.2,Confirmed
2660,4545,High Claim Ratio,1,84.0,Cleared
2661,1834,Policy-Claim Gap,1,81.3,Flagged
2662,19004,Rapid Settlement,0,16.3,Confirmed
2663,13670,Rapid Settlement,1,50.3,Flagged
2664,3069,Policy-Claim Gap,0,53.1,Flagged
2665,9194,Policy-Claim Gap,1,75.6,Flagged
2666,10397,Repeat Claimant,1,74.4,Flagged
2667,6157,Policy-Claim Gap,0,26.4,Cleared
2668,5293,Amount Rounding,0,48.4,Flagged
2669,8198,Amount Rounding,1,25.0,Flagged
2670,10787,Repeat Claimant,1,64.8,Cleared
2671,2807,Repeat Claimant,1,38.6,Confirmed
2672,5252,Policy-Claim Gap,1,89.4,Under Review
2673,9552,High Claim Ratio,1,2.1,Flagged
2674,4345,High Claim Ratio,1,35.9,Confirmed
2675,4481,Amount Rounding,1,74.9,Flagged
2676,8487,Repeat Claimant,1,10.7,Under Review
2677,667,Rapid Settlement,1,63.4,Flagged
2678,2434,Repeat Claimant,0,20.4,Cleared
2679,6031,Policy-Claim Gap,0,89.1,Flagged
2680,14230,Rapid Settlement,1,7.3,Flagged
2681,17407,Policy-Claim Gap,1,54.7,Under Review
2682,9260,Policy-Claim Gap,1,25.1,Flagged
2683,7556,Repeat Claimant,1,11.1,Under Review
2684,11190,Repeat Claimant,1,97.2,Cleared
2685,3067,Policy-Claim Gap,1,35.3,Flagged
2686,14508,Rapid Settlement,0,35.6,Flagged
2687,11117,Repeat Claimant,1,34.4,Flagged
2688,9955,Amount Rounding,0,25.4,Cleared
2689,2100,Policy-Claim Gap,1,94.5,Cleared
2690,17753,High Claim Ratio,1,59.7,Under Review
2691,14324,Policy-Claim Gap,1,33.5,Confirmed
2692,9734,Rapid Settlement,1,26.1,Flagged
2693,15243,Rapid Settlement,0,60.5,Flagged
2694,1383,Repeat Claimant,0,34.4,Under Review
2695,7039,Repeat Claimant,0,31.8,Flagged
2696,16262,High Claim Ratio,1,7.5,Flagged
2697,415,Amount Rounding,1,92.5,Flagged
2698,11657,Policy-Claim Gap,1,10.6,Confirmed
2699,13285,Amount Rounding,1,92.3,Under Review
2700,11808,High Claim Ratio,1,24.9,Flagged
2701,9065,Repeat Claimant,1,34.4,Flagged
2702,11032,Policy-Claim Gap,0,39.6,Under Review
2703,15234,Policy-Claim Gap,0,61.7,Flagged
2704,10743,Amount Rounding,1,32.3,Cleared
2705,11670,Repeat Claimant,0,45.2,Cleared
2706,18365,Rapid Settlement,1,1.7,Cleared
2707,13030,Amount Rounding,0,9.7,Flagged
2708,4842,Repeat Claimant,0,76.0,Under Review
2709,15288,Amount Rounding,1,30.1,Under Review
2710,725,Repeat Claimant,0,20.3,Under Review
2711,18647,High Claim Ratio,0,96.3,Under Review
2712,16599,Amount Rounding,0,16.5,Under Review
2713,12999,Repeat Claimant,0,25.3,Flagged
2714,7236,High Claim Ratio,1,31.5,Under Review
2715,4064,Rapid Settlement,1,40.0,Flagged
2716,16168,Policy-Claim Gap,0,70.1,Cleared
2717,4199,Amount Rounding,1,27.1,Confirmed
2718,18851,Amount Rounding,1,92.0,Confirmed
2719,5956,Repeat Claimant,0,96.4,Cleared
2720,1791,High Claim Ratio,0,9.5,Under Review
2721,12720,Policy-Claim Gap,1,51.3,Flagged
2722,1394,High Claim Ratio,1,32.9,Cleared
2723,5929,Amount Rounding,0,32.5,Flagged
2724,15809,Amount Rounding,1,53.7,Flagged
2725,1656,High Claim Ratio,0,58.3,Flagged
2726,19542,Rapid Settlement,1,14.3,Under Review
2727,18609,Amount Rounding,1,62.9,Cleared
2728,9984,High Claim Ratio,1,52.3,Under Review
2729,12481,Policy-Claim Gap,1,75.6,Under Review
2730,11426,Amount Rounding,0,18.5,Under Review
2731,3703,Repeat Claimant,0,12.0,Flagged
2732,7266,Rapid Settlement,1,39.6,Under Review
2733,8567,Policy-Claim Gap,0,58.3,Under Review
2734,5575,High Claim Ratio,1,24.3,Under Review
2735,4686,Repeat Claimant,0,3.5,Under Review
2736,3203,Policy-Claim Gap,1,51.1,Under Review
2737,15524,Policy-Claim Gap,1,30.4,Confirmed
2738,17973,Repeat Claimant,0,24.2,Under Review
2739,12803,Repeat Claimant,0,79.5,Confirmed
2740,12787,Policy-Claim Gap,1,93.0,Confirmed
2741,16223,Policy-Claim Gap,0,55.6,Under Review
2742,177,Policy-Claim Gap,1,13.2,Cleared
2743,2527,Amount Rounding,1,4.8,Flagged
2744,6548,High Claim Ratio,1,56.4,Confirmed
2745,5153,High Claim Ratio,0,19.3,Flagged
2746,1813,Repeat Claimant,1,16.8,Under Review
2747,16595,Policy-Claim Gap,1,50.1,Confirmed
2748,18873,Policy-Claim Gap,1,67.4,Under Review
2749,5776,Rapid Settlement,0,32.3,Under Review
2750,12576,Policy-Claim Gap,0,54.9,Under Review
2751,13079,Amount Rounding,0,45.3,Flagged
2752,17945,Amount Rounding,0,46.5,Confirmed
2753,6629,Rapid Settlement,1,56.2,Flagged
2754,13900,Policy-Claim Gap,1,3.8,Confirmed
2755,5868,Rapid Settlement,1,41.0,Flagged
2756,7962,Rapid Settlement,1,93.3,Cleared
2757,13311,Amount Rounding,0,39.9,Under Review
2758,10580,Repeat Claimant,1,14.9,Under Review
2759,9797,Rapid Settlement,0,19.5,Under Review
2760,3031,Policy-Claim Gap,1,44.9,Cleared
2761,4567,Amount Rounding,0,83.9,Under Review
2762,12487,Repeat Claimant,0,46.6,Confirmed
2763,11183,Policy-Claim Gap,1,86.4,Under Review
2764,11220,Repeat Claimant,1,25.2,Flagged
2765,12079,High Claim Ratio,0,1.1,Confirmed
2766,6551,Repeat Claimant,0,91.5,Under Review
2767,6712,High Claim Ratio,0,54.6,Flagged
2768,11046,Rapid Settlement,1,0.1,Under Review
2769,2868,High Claim Ratio,0,21.5,Confirmed
2770,16586,Amount Rounding,0,53.5,Flagged
2771,16563,Repeat Claimant,0,56.5,Flagged
2772,3100,Policy-Claim Gap,1,87.1,Flagged
2773,656,High Claim Ratio,0,45.1,Under Review
2774,4348,Repeat Claimant,1,38.5,Flagged
2775,4797,Policy-Claim Gap,1,25.2,Flagged
2776,4818,Repeat Claimant,1,52.4,Flagged
2777,5352,Rapid Settlement,1,15.1,Flagged
2778,3491,Rapid Settlement,1,90.3,Confirmed
2779,10475,Repeat Claimant,0,24.8,Under Review
2780,19389,Amount Rounding,1,29.0,Flagged
2781,11248,Rapid Settlement,1,46.6,Flagged
2782,19386,High Claim Ratio,0,9.4,Flagged
2783,6632,High Claim Ratio,1,86.5,Flagged
2784,6526,Rapid Settlement,0,83.9,Cleared
2785,3085,Policy-Claim Gap,1,85.9,Flagged
2786,9861,Rapid Settlement,1,64.8,Flagged
2787,7057,Repeat Claimant,0,24.6,Under Review
2788,9846,Policy-Claim Gap,0,67.1,Flagged
2789,19021,Policy-Claim Gap,0,31.0,Cleared
2790,2301,Rapid Settlement,0,55.0,Flagged
2791,19227,High Claim Ratio,0,65.9,Cleared
2792,9729,Repeat Claimant,1,77.8,Flagged
2793,15556,Repeat Claimant,1,97.7,Flagged
2794,18078,Amount Rounding,0,13.7,Under Review
2795,14099,Rapid Settlement,1,35.6,Flagged
2796,11823,Amount Rounding,1,98.2,Cleared
2797,16808,High Claim Ratio,0,79.4,Confirmed
2798,4373,Policy-Claim Gap,0,8.6,Cleared
2799,2419,Rapid Settlement,1,89.3,Under Review
2800,6250,High Claim Ratio,0,9.5,Cleared
2801,15463,Policy-Claim Gap,1,11.9,Under Review
2802,19486,Repeat Claimant,1,44.1,Cleared
2803,2878,Amount Rounding,1,25.8,Cleared
2804,1174,High Claim Ratio,1,62.0,Confirmed
2805,5679,Rapid Settlement,1,60.2,Cleared
2806,18379,Repeat Claimant,1,91.3,Flagged
2807,6000,High Claim Ratio,1,71.0,Confirmed
2808,11361,Amount Rounding,1,7.7,Flagged
2809,10266,High Claim Ratio,0,44.0,Flagged
2810,2042,Amount Rounding,1,60.1,Flagged
2811,5675,High Claim Ratio,0,1.9,Under Review
2812,12314,Policy-Claim Gap,1,53.3,Confirmed
2813,15589,High Claim Ratio,1,92.7,Under Review
2814,19844,Amount Rounding,0,74.5,Under Review
2815,17922,High Claim Ratio,1,30.4,Under Review
2816,14531,Policy-Claim Gap,1,68.4,Cleared
2817,17641,Amount Rounding,1,50.5,Flagged
2818,16615,High Claim Ratio,0,81.1,Cleared
2819,4065,Policy-Claim Gap,1,43.6,Under Review
2820,3748,Repeat Claimant,1,31.2,Confirmed
2821,18468,Repeat Claimant,0,90.0,Flagged
2822,16195,Policy-Claim Gap,1,72.7,Flagged
2823,5203,High Claim Ratio,0,12.0,Confirmed
2824,10314,Rapid Settlement,1,96.2,Flagged
2825,19793,Rapid Settlement,1,16.6,Under Review
2826,5492,Policy-Claim Gap,1,92.3,Under Review
2827,1626,Amount Rounding,1,5.5,Cleared
2828,16952,Rapid Settlement,1,34.2,Flagged
2829,2297,Amount Rounding,1,73.6,Under Review
2830,15738,High Claim Ratio,1,77.4,Under Review
2831,447,Amount Rounding,0,12.8,Confirmed
2832,15606,Amount Rounding,0,33.5,Flagged
2833,12388,Repeat Claimant,1,45.6,Flagged
2834,5300,High Claim Ratio,0,17.7,Flagged
2835,2564,Amount Rounding,0,55.8,Under Review
2836,14969,High Claim Ratio,1,54.8,Flagged
2837,13321,Amount Rounding,1,36.5,Cleared
2838,13950,Policy-Claim Gap,1,99.5,Flagged
2839,4100,High Claim Ratio,0,65.4,Flagged
2840,6821,Policy-Claim Gap,1,23.7,Cleared
2841,13060,Rapid Settlement,1,95.8,Flagged
2842,14455,Rapid Settlement,0,43.5,Flagged
2843,5994,Amount Rounding,0,51.9,Flagged
2844,14621,Repeat Claimant,0,54.6,Cleared
2845,15139,Policy-Claim Gap,1,27.1,Confirmed
2846,15596,High Claim Ratio,1,3.8,Under Review
2847,16114,Amount Rounding,1,39.3,Confirmed
2848,16711,Amount Rounding,1,69.2,Confirmed
2849,5816,Rapid Settlement,1,47.7,Flagged
2850,18712,Amount Rounding,1,33.9,Under Review
2851,4375,High Claim Ratio,1,56.0,Under Review
2852,1496,High Claim Ratio,0,58.9,Flagged
2853,9036,Repeat Claimant,1,88.6,Flagged
2854,232,High Claim Ratio,0,28.3,Flagged
2855,6897,Rapid Settlement,0,18.2,Flagged
2856,1817,Amount Rounding,1,57.5,Flagged
2857,7179,Repeat Claimant,0,78.8,Confirmed
2858,13574,Policy-Claim Gap,1,57.1,Under Review
2859,8228,Policy-Claim Gap,0,17.4,Under Review
2860,4109,Amount Rounding,1,94.6,Under Review
2861,2099,Repeat Claimant,0,26.5,Under Review
2862,11035,Policy-Claim Gap,1,63.7,Flagged
2863,18618,High Claim Ratio,0,57.3,Under Review
2864,5959,Rapid Settlement,1,41.8,Under Review
2865,13107,Amount Rounding,1,74.9,Cleared
2866,1133,High Claim Ratio,0,62.9,Flagged
2867,72,High Claim Ratio,1,42.9,Under Review
2868,17483,High Claim Ratio,0,62.1,Flagged
2869,3412,Policy-Claim Gap,1,31.0,Confirmed
2870,10742,Rapid Settlement,1,92.0,Confirmed
2871,7612,High Claim Ratio,0,3.1,Confirmed
2872,3921,Amount Rounding,0,37.0,Flagged
2873,6613,High Claim Ratio,0,18.0,Flagged
2874,16153,Repeat Claimant,0,17.2,Cleared
2875,7219,Rapid Settlement,1,37.0,Flagged
2876,6811,Policy-Claim Gap,1,96.7,Under Review
2877,12344,Repeat Claimant,1,29.5,Under Review
2878,7493,Amount Rounding,0,71.2,Cleared
2879,7558,Policy-Claim Gap,1,3.6,Cleared
2880,5926,High Claim Ratio,0,30.4,Under Review
2881,16483,Rapid Settlement,1,20.6,Confirmed
2882,5221,Repeat Claimant,0,62.4,Under Review
2883,17120,Policy-Claim Gap,0,43.6,Confirmed
2884,9571,Rapid Settlement,1,9.5,Under Review
2885,13923,High Claim Ratio,1,91.9,Confirmed
2886,19907,Policy-Claim Gap,0,26.5,Flagged
2887,6511,Rapid Settlement,1,66.3,Under Review
2888,6568,Policy-Claim Gap,1,67.4,Under Review
2889,18520,Amount Rounding,0,94.6,Confirmed
2890,17194,Policy-Claim Gap,1,10.7,Confirmed
2891,5442,Rapid Settlement,0,71.5,Under Review
2892,3299,Amount Rounding,1,49.5,Under Review
2893,2892,Repeat Claimant,1,50.1,Flagged
2894,12986,Repeat Claimant,1,4.1,Cleared
2895,4981,Policy-Claim Gap,1,85.6,Flagged
2896,10539,Policy-Claim Gap,1,10.6,Cleared
2897,3291,Rapid Settlement,1,93.3,Under Review
2898,8727,High Claim Ratio,1,38.5,Flagged
2899,7328,Policy-Claim Gap,0,55.4,Confirmed
2900,7093,Rapid Settlement,1,0.8,Under Review
2901,13859,Repeat Claimant,1,78.7,Confirmed
2902,14339,Rapid Settlement,0,57.2,Flagged
2903,14474,Repeat Claimant,1,91.3,Cleared
2904,7455,High Claim Ratio,1,30.5,Flagged
2905,16121,High Claim Ratio,0,90.9,Under Review
2906,11837,Policy-Claim Gap,0,26.8,Confirmed
2907,1854,Amount Rounding,0,63.1,Flagged
2908,3449,Amount Rounding,0,33.0,Flagged
2909,7402,Rapid Settlement,1,23.2,Under Review
2910,15358,High Claim Ratio,1,34.9,Flagged
2911,6560,Policy-Claim Gap,1,55.3,Under Review
2912,9511,Policy-Claim Gap,1,62.1,Flagged
2913,3689,Policy-Claim Gap,1,18.3,Under Review
2914,15244,High Claim Ratio,1,43.1,Under Review
2915,8122,High Claim Ratio,0,42.7,Under Review
2916,11670,High Claim Ratio,0,91.6,Flagged
2917,12058,Rapid Settlement,1,63.8,Cleared
2918,164,Repeat Claimant,1,54.3,Under Review
2919,6973,Rapid Settlement,0,85.3,Cleared
2920,13737,Amount Rounding,0,19.3,Flagged
2921,14947,Rapid Settlement,1,20.0,Confirmed
2922,13414,Rapid Settlement,1,27.7,Under Review
2923,10262,Amount Rounding,0,23.3,Cleared
2924,4986,Amount Rounding,1,78.8,Flagged
2925,4531,Rapid Settlement,0,90.4,Confirmed
2926,16807,High Claim Ratio,1,70.1,Under Review
2927,19111,High Claim Ratio,1,27.3,Confirmed
2928,15592,Policy-Claim Gap,0,54.3,Confirmed
2929,5930,Policy-Claim Gap,0,45.9,Flagged
2930,13047,Repeat Claimant,0,30.6,Confirmed
2931,173,Repeat Claimant,0,98.5,Flagged
2932,13295,Policy-Claim Gap,1,29.1,Confirmed
2933,5650,Rapid Settlement,0,61.3,Under Review
2934,43,Rapid Settlement,1,44.6,Flagged
2935,8010,Rapid Settlement,1,11.6,Flagged
2936,11570,Repeat Claimant,1,77.1,Cleared
2937,2552,Repeat Claimant,1,74.5,Confirmed
2938,3469,Amount Rounding,0,34.6,Confirmed
2939,6497,Rapid Settlement,1,34.4,Confirmed
2940,5385,Policy-Claim Gap,0,27.4,Under Review
2941,9826,Amount Rounding,0,80.7,Flagged
2942,1335,Repeat Claimant,0,37.3,Under Review
2943,14804,Amount Rounding,1,42.7,Under Review
2944,12992,Amount Rounding,1,83.9,Cleared
2945,13237,Policy-Claim Gap,1,54.0,Flagged
2946,18250,Rapid Settlement,1,59.4,Cleared
2947,10298,Repeat Claimant,1,97.8,Under Review
2948,8080,Policy-Claim Gap,1,11.5,Confirmed
2949,7775,Amount Rounding,1,25.6,Confirmed
2950,19572,Policy-Claim Gap,1,33.9,Cleared
2951,5540,Amount Rounding,0,42.3,Flagged
2952,155,High Claim Ratio,1,28.7,Confirmed
2953,432,Repeat Claimant,1,52.5,Confirmed
2954,17560,Policy-Claim Gap,1,16.4,Flagged
2955,14228,Rapid Settlement,0,96.1,Under Review
2956,17791,Amount Rounding,0,14.8,Under Review
2957,17673,Rapid Settlement,1,44.1,Flagged
2958,12266,Policy-Claim Gap,1,48.3,Flagged
2959,10863,Policy-Claim Gap,1,62.4,Cleared
2960,19380,Rapid Settlement,0,91.2,Under Review
2961,13136,Amount Rounding,1,78.8,Under Review
2962,15051,Rapid Settlement,0,28.2,Under Review
2963,765,Rapid Settlement,0,86.9,Under Review
2964,1017,Amount Rounding,1,81.6,Flagged
2965,18710,High Claim Ratio,1,98.1,Flagged
2966,15018,Repeat Claimant,1,6.4,Under Review
2967,5879,Policy-Claim Gap,1,76.7,Under Review
2968,16700,Rapid Settlement,1,72.0,Cleared
2969,17798,Policy-Claim Gap,1,63.4,Flagged
2970,10984,High Claim Ratio,1,82.7,Flagged
2971,953,Rapid Settlement,1,85.2,Confirmed
2972,12953,Amount Rounding,1,2.7,Flagged
2973,7224,Amount Rounding,1,96.9,Confirmed
2974,9737,Amount Rounding,0,83.9,Flagged
2975,9088,Rapid Settlement,1,83.9,Confirmed
2976,4838,Policy-Claim Gap,1,17.3,Cleared
2977,2787,High Claim Ratio,1,43.4,Flagged
2978,9961,Policy-Claim Gap,0,11.8,Under Review
2979,16391,Repeat Claimant,1,2.2,Flagged
2980,6203,Amount Rounding,1,2.7,Cleared
2981,9195,High Claim Ratio,1,7.4,Flagged
2982,12415,Policy-Claim Gap,0,96.3,Under Review
2983,10268,Amount Rounding,0,16.5,Under Review
2984,14299,Amount Rounding,1,41.3,Under Review
2985,273,Policy-Claim Gap,1,93.9,Confirmed
2986,19186,Repeat Claimant,0,80.7,Flagged
2987,7388,Rapid Settlement,1,49.9,Flagged
2988,15342,Repeat Claimant,0,77.3,Flagged
2989,4363,Repeat Claimant,1,38.4,Flagged
2990,19831,High Claim Ratio,0,43.3,Flagged
2991,2578,Repeat Claimant,1,41.9,Flagged
2992,17656,Amount Rounding,0,28.2,Flagged
2993,11351,Rapid Settlement,1,26.0,Confirmed
2994,16249,Amount Rounding,1,77.5,Flagged
2995,11533,High Claim Ratio,1,74.1,Confirmed
2996,3144,Rapid Settlement,0,56.9,Under Review
2997,12761,Amount Rounding,1,86.5,Confirmed
2998,6564,Rapid Settlement,1,41.2,Under Review
2999,6826,Rapid Settlement,1,57.8,Under Review
3000,296,Rapid Settlement,1,19.0,Confirmed
3001,151,Repeat Claimant,0,76.0,Flagged
3002,15572,Rapid Settlement,0,10.9,Under Review
3003,8518,Policy-Claim Gap,1,27.9,Flagged
3004,5454,High Claim Ratio,0,84.2,Flagged
3005,13745,High Claim Ratio,1,36.1,Under Review
3006,284,High Claim Ratio,1,33.0,Under Review
3007,3992,Amount Rounding,0,34.7,Flagged
3008,10265,Policy-Claim Gap,1,99.6,Flagged
3009,1360,Rapid Settlement,1,41.4,Under Review
3010,7648,Amount Rounding,1,18.1,Confirmed
3011,6783,Policy-Claim Gap,1,94.5,Flagged
3012,7204,Repeat Claimant,0,90.3,Flagged
3013,18021,High Claim Ratio,0,22.9,Flagged
3014,3779,Policy-Claim Gap,1,49.7,Flagged
3015,11351,Policy-Claim Gap,0,7.6,Cleared
3016,6060,High Claim Ratio,1,52.6,Under Review
3017,10904,Amount Rounding,1,90.1,Under Review
3018,5835,Rapid Settlement,0,47.1,Cleared
3019,2710,Rapid Settlement,1,64.7,Under Review
3020,5338,Amount Rounding,1,98.4,Under Review
3021,3719,Repeat Claimant,0,80.3,Flagged
3022,10579,Policy-Claim Gap,1,11.9,Flagged
3023,18294,Amount Rounding,0,90.2,Confirmed
3024,17015,High Claim Ratio,0,79.1,Confirmed
3025,9373,High Claim Ratio,1,89.1,Flagged
3026,8941,High Claim Ratio,0,2.2,Confirmed
3027,4147,High Claim Ratio,0,64.6,Confirmed
3028,17880,Amount Rounding,0,15.0,Cleared
3029,6153,Repeat Claimant,0,6.3,Flagged
3030,19012,Rapid Settlement,0,1.1,Flagged
3031,4015,Amount Rounding,0,39.2,Flagged
3032,5721,Policy-Claim Gap,1,73.1,Confirmed
3033,7500,High Claim Ratio,1,74.5,Under Review
3034,9474,High Claim Ratio,0,4.4,Under Review
3035,1884,Repeat Claimant,1,63.5,Under Review
3036,18708,Repeat Claimant,1,43.5,Under Review
3037,14431,Rapid Settlement,0,43.6,Under Review
3038,13957,Policy-Claim Gap,0,26.6,Cleared
3039,3207,Rapid Settlement,1,7.1,Under Review
3040,897,High Claim Ratio,1,9.1,Flagged
3041,7333,Repeat Claimant,1,84.4,Flagged
3042,12334,Rapid Settlement,1,34.9,Flagged
3043,17761,Repeat Claimant,0,21.9,Flagged
3044,5058,Rapid Settlement,1,9.8,Cleared
3045,19953,Policy-Claim Gap,1,51.9,Under Review
3046,4100,Repeat Claimant,0,61.9,Flagged
3047,17046,Rapid Settlement,0,80.6,Flagged
3048,6357,Amount Rounding,1,45.3,Cleared
3049,14575,Rapid Settlement,1,89.2,Confirmed
3050,18412,High Claim Ratio,1,30.0,Under Review
3051,13113,High Claim Ratio,0,18.6,Flagged
3052,10051,Repeat Claimant,0,19.1,Under Review
3053,402,Policy-Claim Gap,0,77.8,Flagged
3054,13753,Amount Rounding,0,71.5,Under Review
3055,6553,High Claim Ratio,1,55.4,Under Review
3056,4162,High Claim Ratio,1,75.6,Confirmed
3057,19418,Rapid Settlement,1,77.8,Flagged
3058,11486,Rapid Settlement,1,53.9,Flagged
3059,7857,Policy-Claim Gap,1,75.6,Confirmed
3060,12211,Policy-Claim Gap,1,37.0,Under Review
3061,9336,High Claim Ratio,0,76.2,Flagged
3062,9254,High Claim Ratio,1,70.9,Under Review
3063,13042,Rapid Settlement,0,90.9,Cleared
3064,924,Repeat Claimant,1,19.5,Flagged
3065,11700,High Claim Ratio,0,79.4,Confirmed
3066,4258,Rapid Settlement,0,42.0,Confirmed
3067,3555,High Claim Ratio,1,66.5,Flagged
3068,8928,Policy-Claim Gap,1,9.9,Confirmed
3069,18242,Repeat Claimant,1,64.6,Flagged
3070,11204,Amount Rounding,1,78.8,Flagged
3071,15451,Repeat Claimant,0,35.4,Under Review
3072,14138,Repeat Claimant,1,63.9,Confirmed
3073,17736,Amount Rounding,0,26.1,Flagged
3074,1634,High Claim Ratio,0,19.1,Flagged
3075,6463,Policy-Claim Gap,0,81.1,Flagged
3076,12009,Amount Rounding,1,47.8,Cleared
3077,6733,Policy-Claim Gap,1,58.7,Under Review
3078,19609,Amount Rounding,0,8.6,Under Review
3079,18067,High Claim Ratio,1,53.3,Confirmed
3080,11263,High Claim Ratio,1,46.6,Under Review
3081,15558,High Claim Ratio,1,61.5,Flagged
3082,16050,High Claim Ratio,1,15.4,Under Review
3083,18522,Policy-Claim Gap,0,82.6,Confirmed
3084,4497,Amount Rounding,1,92.7,Flagged
3085,13853,Policy-Claim Gap,0,16.9,Flagged
3086,3640,Policy-Claim Gap,0,80.8,Flagged
3087,8900,Repeat Claimant,1,83.7,Under Review
3088,9963,Amount Rounding,1,38.2,Flagged
3089,9836,Rapid Settlement,1,58.4,Flagged
3090,1070,Policy-Claim Gap,1,22.9,Flagged
3091,13071,Amount Rounding,1,68.8,Flagged
3092,8783,Rapid Settlement,1,17.7,Flagged
3093,7295,Amount Rounding,1,81.0,Confirmed
3094,8590,Repeat Claimant,1,48.5,Under Review
3095,3579,High Claim Ratio,0,70.0,Cleared
3096,3108,Repeat Claimant,1,10.5,Under Review
3097,14191,High Claim Ratio,0,65.4,Confirmed
3098,12253,High Claim Ratio,0,37.5,Under Review
3099,12270,Rapid Settlement,1,73.9,Flagged
3100,14040,Rapid Settlement,0,84.6,Confirmed
3101,2416,High Claim Ratio,1,44.6,Flagged
3102,8351,Policy-Claim Gap,1,56.0,Confirmed
3103,14399,Repeat Claimant,0,85.0,Under Review
3104,8121,Repeat Claimant,1,80.5,Flagged
3105,15887,High Claim Ratio,0,44.8,Cleared
3106,14202,High Claim Ratio,1,38.6,Flagged
3107,12809,Rapid Settlement,1,28.5,Under Review
3108,4526,Repeat Claimant,1,28.0,Cleared
3109,18386,High Claim Ratio,0,42.3,Under Review
3110,11703,Repeat Claimant,1,15.4,Flagged
3111,6112,Amount Rounding,1,13.3,Flagged
3112,2119,Repeat Claimant,1,41.8,Under Review
3113,7846,Rapid Settlement,0,36.9,Flagged
3114,10402,Amount Rounding,1,0.4,Flagged
3115,17975,Rapid Settlement,0,6.7,Cleared
3116,2432,Policy-Claim Gap,1,70.9,Flagged
3117,11093,Rapid Settlement,0,59.5,Under Review
3118,6277,Repeat Claimant,1,59.2,Flagged
3119,16866,Policy-Claim Gap,0,68.4,Under Review
3120,8724,High Claim Ratio,1,94.3,Under Review
3121,624,High Claim Ratio,1,48.3,Flagged
3122,15198,High Claim Ratio,1,6.5,Under Review
3123,11750,Policy-Claim Gap,1,18.8,Confirmed
3124,784,High Claim Ratio,1,2.1,Under Review
3125,6798,Amount Rounding,1,77.0,Cleared
3126,4142,High Claim Ratio,0,38.5,Under Review
3127,11854,Repeat Claimant,1,43.2,Flagged
3128,6057,Amount Rounding,1,46.8,Cleared
3129,17656,High Claim Ratio,1,89.8,Under Review
3130,10498,Repeat Claimant,1,75.5,Flagged
3131,1169,Rapid Settlement,1,41.8,Confirmed
3132,4431,Amount Rounding,1,72.4,Flagged
3133,18964,Amount Rounding,1,60.4,Under Review
3134,3227,Rapid Settlement,0,94.8,Under Review
3135,7243,Amount Rounding,1,69.5,Under Review
3136,16636,Policy-Claim Gap,1,77.3,Confirmed
3137,19394,High Claim Ratio,0,23.2,Under Review
3138,2682,Rapid Settlement,1,72.5,Flagged
3139,10033,Policy-Claim Gap,0,63.2,Flagged
3140,6424,Rapid Settlement,0,16.2,Flagged
3141,5847,Rapid Settlement,1,97.4,Under Review
3142,17658,Amount Rounding,1,91.3,Under Review
3143,219,Rapid Settlement,0,9.0,Flagged
3144,9372,Amount Rounding,0,85.1,Under Review
3145,1661,Repeat Claimant,1,88.9,Under Review
3146,17338,High Claim Ratio,1,77.1,Cleared
3147,10802,High Claim Ratio,1,71.0,Under Review
3148,10007,Repeat Claimant,0,27.6,Confirmed
3149,5166,Repeat Claimant,0,98.0,Under Review
3150,19731,Policy-Claim Gap,1,6.7,Under Review
3151,4052,Repeat Claimant,1,97.3,Confirmed
3152,3164,Repeat Claimant,1,55.2,Flagged
3153,19176,Amount Rounding,0,75.8,Confirmed
3154,16398,Rapid Settlement,1,49.8,Flagged
3155,3388,Rapid Settlement,0,12.2,Confirmed
3156,12323,Repeat Claimant,0,81.6,Confirmed
3157,12360,Policy-Claim Gap,0,45.5,Cleared
3158,14894,Policy-Claim Gap,1,21.2,Cleared
